project_id,state,district,constituency,MP_name,project_name,project_category,sanctioned_amount,released_amount,expenditure,project_status,sanction_date,start_date,completion_date,implementing_agency,contractor,latitude,longitude,beneficiary_count,_demo_injected_issue
MPLAD-2026-00523,Maharashtra,Nashik,Nashik Constituency 3,Ramesh Naidu,Electricity Infrastructure Improvement,Electricity,974000.0,856256.02,467753.51,Completed,2025-05-14,2025-07-14,2026-01-06,District Administration,Reliable Infra Solutions,18.998318,73.275347,13673.0,NORMAL
MPLAD-2026-00219,Maharashtra,Nagpur,Nagpur Constituency 8,Amit Kumar,Installation of Drinking Water Supply System,Drinking Water,1547000.0,1244874.36,887874.59,Completed,2021-01-02,2021-02-28,2021-10-03,Urban Local Body,National Projects Ltd,19.808877,72.256654,11846.0,NORMAL
MPLAD-2026-00788,Odisha,Ganjam,Ganjam Constituency 4,Rohit Mehta,Village Irrigation Infrastructure,Irrigation,4031000.0,3451697.64,2836403.81,Completed,2022-09-11,2022-10-31,2023-04-26,State Water Resources Department,Sunrise Engineering,20.505993,85.808461,6269.0,NORMAL
MPLAD-2026-00437,Gujarat,Vadodara,Vadodara Constituency 7,Kavita Joshi,Construction of Public Utility Building,Community Infrastructure,2688000.0,2463454.79,1761574.92,Completed,2024-01-29,2024-04-09,2024-10-03,Rural Development Department,National Projects Ltd,22.401806,72.242481,2913.0,NORMAL
MPLAD-2026-00765,Maharashtra,Nagpur,Nagpur Constituency 5,Naveen Singh,Healthcare Facility Improvement,Healthcare,1594000.0,1501405.9,947360.82,Completed,2023-07-23,2023-09-16,2023-12-14,District Administration,Prime Development Works,18.856018,72.373872,6029.0,NORMAL
MPLAD-2026-00089,Uttar Pradesh,Varanasi,Varanasi Constituency 7,Ramesh Naidu,Solar Lighting Installation,Electricity,1018000.0,768807.99,470805.78,Delayed,2025-06-30,2025-09-11,2026-05-05,District Administration,Bharat Construction Co,26.852551,81.60029,13936.0,NORMAL
MPLAD-2026-00064,Gujarat,Ahmedabad,Ahmedabad Constituency 2,Priya Singh,Village Sanitation Infrastructure,Sanitation,3860000.0,3313782.47,1654311.66,Completed,2024-07-21,2024-08-17,2025-02-06,State Public Works Department,Sunrise Engineering,22.576759,72.316566,853.0,NORMAL
MPLAD-2026-00827,Rajasthan,Udaipur,Udaipur Constituency 5,Sunita Das,Construction of Approach Road,Roads,1703000.0,1402096.8,923322.97,Completed,2023-07-04,2023-08-29,2024-01-12,District Rural Development Agency,Vardhan Construction,26.999873,75.628375,5953.0,NORMAL
MPLAD-2026-00717,West Bengal,Howrah,Howrah Constituency 1,Manoj Yadav,Public Infrastructure Improvement,Public Facilities,2003000.0,1591140.66,925910.36,Completed,2021-06-07,2021-07-13,2022-03-03,Urban Local Body,Shree Infrastructure Pvt Ltd,22.959813,88.101515,7863.0,NORMAL
MPLAD-2026-00352,Odisha,Khordha,Khordha Constituency 5,Suresh Reddy,Community Infrastructure Development,Community Infrastructure,3304000.0,2841822.79,2592045.33,Completed,2022-04-24,2022-06-03,2023-01-24,District Rural Development Agency,Metro Civil Contractors,19.979145,85.190692,1941.0,NORMAL
MPLAD-2026-00937,Telangana,Hyderabad,Hyderabad Constituency 2,Amit Kumar,Construction of CC Road,Roads,1992000.0,1538793.59,1409198.43,Delayed,2023-01-01,2023-02-10,2023-05-19,District Rural Development Agency,Sunrise Engineering,17.246385,78.837547,,DATA_QUALITY
MPLAD-2026-00257,Karnataka,Mysuru,Mysuru Constituency 6,Vijay Kumar,Construction of Citizen Service Centre,Public Facilities,4453000.0,3443228.05,2952506.57,Completed,2022-01-10,2022-02-08,2022-07-20,Rural Development Department,Prime Development Works,12.864073,77.186196,13792.0,NORMAL
MPLAD-2026-00636,Telangana,Hyderabad,Hyderabad Constituency 1,Suresh Reddy,Construction of School Laboratory,Education,2750000.0,2590077.15,1471817.73,Delayed,2024-10-21,2024-12-18,2025-06-05,State Public Works Department,Reliable Infra Solutions,17.87609,78.760812,7216.0,NORMAL
MPLAD-2026-00645,Andhra Pradesh,Guntur,Guntur Constituency 4,Ramesh Naidu,Village Electrification Works,Electricity,3581000.0,3464846.43,3242296.6,Completed,2021-12-05,2022-02-14,2022-08-23,District Administration,Metro Civil Contractors,16.003485,79.631199,6667.0,NORMAL
MPLAD-2026-00555,Odisha,Cuttack,Cuttack Constituency 4,Arun Rao,Community Infrastructure Development,Community Infrastructure,1424000.0,1133591.05,1071174.42,Completed,2023-01-14,2023-01-30,2023-04-18,District Rural Development Agency,Saksham Projects,20.015404,86.685814,2433.0,NORMAL
MPLAD-2026-00960,Odisha,Ganjam,Ganjam Constituency 1,Vijay Kumar,Construction of Sports Ground,Sports Infrastructure,2229000.0,1754421.08,1071648.58,Completed,2023-12-20,2024-03-06,2024-08-31,Rural Development Department,Dakshin Projects,20.220435,85.612059,1196.0,NORMAL
MPLAD-2026-00169,West Bengal,Howrah,Howrah Constituency 8,Rajesh Sharma,Construction of School Laboratory,Education,530000.0,449929.19,391801.35,Completed,2023-02-18,2023-04-16,2023-10-05,Municipal Corporation,Eastern Infrastructure,22.201126,88.219276,5022.0,NORMAL
MPLAD-2026-00918,Odisha,Cuttack,Cuttack Constituency 6,Ramesh Naidu,Construction of Approach Road,Roads,626000.0,620799.22,398832.89,Completed,2022-12-22,2023-03-15,2023-05-27,District Administration,Greenfield Contractors,20.020503,85.987177,12200.0,NORMAL
MPLAD-2026-00529,Karnataka,Dharwad,Dharwad Constituency 8,Manoj Yadav,Renovation of Public Building,Public Facilities,4399000.0,3656906.61,3108026.18,Completed,2024-09-22,2024-11-28,2025-05-06,Urban Local Body,Krishna Builders,12.960101,78.122328,8963.0,NORMAL
MPLAD-2026-00824,West Bengal,Kolkata,Kolkata Constituency 8,Manoj Yadav,Village Electrification Works,Electricity,3971000.0,3279008.09,1899609.8,Completed,2024-07-22,2024-08-20,2025-03-22,State Water Resources Department,Dakshin Projects,22.488385,88.807478,8325.0,NORMAL
MPLAD-2026-DUP-0015,Odisha,Puri,Puri Constituency 4,Rohit Mehta,Public Infrastructure Improvement - Phase II,Public Facilities,2304448.31,2126102.13,1978880.24,Completed,2022-07-28,2022-09-16,2023-01-18,District Administration,Unity Infrastructure,19.618976,86.166525,11027.0,SIMILAR_DUPLICATE
MPLAD-2026-00817,Gujarat,Surat,Surat Constituency 5,Naveen Singh,Canal Improvement Works,Irrigation,4782000.0,4265529.98,2217114.15,Delayed,2024-09-20,2024-11-16,2025-01-28,Municipal Corporation,Sunrise Engineering,22.732903,73.034882,13231.0,NORMAL
MPLAD-2026-00087,Odisha,Ganjam,Ganjam Constituency 5,Amit Kumar,Construction of Community Health Facility,Healthcare,23845806.31,20510465.65,20395069.18,Completed,2022-03-09,2022-04-10,2022-08-13,State Public Works Department,Bharat Construction Co,20.261404,85.978018,8249.0,EXTREME_COST
MPLAD-2026-00433,Uttar Pradesh,Kanpur Nagar,Kanpur Nagar Constituency 2,Deepak Gupta,Renovation of Health Sub Centre,Healthcare,4916000.0,3980279.59,2017121.47,Completed,2023-09-07,2023-12-05,2024-07-31,Zilla Parishad,Reliable Infra Solutions,26.570945,80.771734,5350.0,NORMAL
MPLAD-2026-00185,Odisha,Cuttack,Cuttack Constituency 4,Rohit Mehta,Construction of Primary Health Centre,Healthcare,3065000.0,2706610.16,2025705.11,Completed,2021-12-11,2022-02-05,2022-10-03,Rural Development Department,Vardhan Construction,20.340054,85.476646,14157.0,NORMAL
MPLAD-2026-DUP-0022,Andhra Pradesh,Nellore,Nellore Constituency 7,Rajesh Sharma,Village Community Centre - Phase II,Community Infrastructure,9976077.64,7770269.45,8181262.5,Completed,2021-09-05,2021-09-26,2022-01-15,Zilla Parishad,Vardhan Construction,15.917393,81.122372,8176.0,SIMILAR_DUPLICATE
MPLAD-2026-00535,Gujarat,Rajkot,Rajkot Constituency 2,Anil Verma,Construction of Internal Roads,Roads,2592000.0,2207785.55,1527976.93,Completed,2023-04-15,2023-05-29,2023-08-01,District Rural Development Agency,Vardhan Construction,22.812034,72.727327,4135.0,NORMAL
MPLAD-2026-00295,Gujarat,Ahmedabad,Ahmedabad Constituency 3,Amit Kumar,Construction of School Laboratory,Education,19913501.11,17137173.5,13961676.67,Completed,2024-02-29,2024-03-17,2024-11-01,Zilla Parishad,Bharat Construction Co,23.396151,72.186162,7459.0,EXTREME_COST
MPLAD-2026-00893,Maharashtra,Nashik,Nashik Constituency 2,Amit Kumar,Rural Drinking Water Facility,Drinking Water,7461511.04,6483208.18,5274994.0,Delayed,2024-09-25,2024-11-13,2025-02-07,State Water Resources Department,Eastern Infrastructure,19.113098,72.221802,9286.0,EXTREME_COST
MPLAD-2026-00426,West Bengal,Howrah,Howrah Constituency 6,Anil Verma,Healthcare Facility Improvement,Healthcare,1072000.0,989512.42,474793.65,Completed,2021-10-07,2021-11-05,2022-05-03,Urban Local Body,Unity Infrastructure,22.292187,88.113935,3702.0,CONTRACTOR_CONCENTRATION
MPLAD-2026-00714,Odisha,Ganjam,Ganjam Constituency 7,Rajesh Sharma,Improvement of Village Road,Roads,4815000.0,3875569.14,1846975.67,Completed,2021-03-15,2021-06-11,2021-10-17,District Rural Development Agency,Saksham Projects,21.221393,85.328056,4613.0,NORMAL
MPLAD-2026-00261,Karnataka,Dharwad,Dharwad Constituency 8,Rohit Mehta,Construction of Additional Classrooms,Education,3881000.0,3221844.96,1982876.17,Completed,2022-07-24,2022-08-14,2023-02-19,District Administration,Greenfield Contractors,12.220368,77.839112,6707.0,NORMAL
MPLAD-2026-00238,Tamil Nadu,Madurai,Madurai Constituency 6,Rohit Mehta,Public Infrastructure Improvement,Public Facilities,3359000.0,2623272.23,1220560.29,Completed,2023-02-02,2023-04-20,2023-11-18,State Water Resources Department,Eastern Infrastructure,13.822935,80.158634,9715.0,NORMAL
MPLAD-2026-00560,Karnataka,Dharwad,Dharwad Constituency 4,Ramesh Naidu,Rural Drinking Water Facility,Drinking Water,4059000.0,3668206.02,1957783.07,Completed,2023-03-06,2023-05-25,2023-10-27,Municipal Corporation,Prime Development Works,13.062095,78.067394,5372.0,NORMAL
MPLAD-2026-00584,Andhra Pradesh,Guntur,Guntur Constituency 5,Priya Singh,Electricity Infrastructure Improvement,Electricity,3289000.0,2516021.7,1603364.55,Completed,2022-08-31,2022-10-10,2023-01-16,State Public Works Department,Greenfield Contractors,17.122923,80.853759,4000.0,NORMAL
MPLAD-2026-00446,Gujarat,Rajkot,Rajkot Constituency 3,Priya Singh,Renovation of Government School,Education,1803000.0,1573381.47,78992.87,Ongoing,2022-09-11,2022-12-09,2023-04-25,State Water Resources Department,Unity Infrastructure,23.391717,72.799673,3778.0,UNDER_UTILIZATION
MPLAD-2026-00868,Gujarat,Rajkot,Rajkot Constituency 1,Meena Patel,Village Irrigation Infrastructure,Irrigation,529000.0,506282.44,733356.51,Completed,2022-04-07,2022-06-02,2022-11-18,Zilla Parishad,Unity Infrastructure,23.382474,71.84406,9674.0,EXPENDITURE_OVER_SANCTION
MPLAD-2026-00801,Telangana,Warangal,Warangal Constituency 7,Meena Patel,Village Electrification Works,Electricity,2097000.0,2012411.96,1224524.43,Delayed,2021-06-10,2021-07-22,2021-11-01,Rural Development Department,Eastern Infrastructure,17.302697,79.105394,11754.0,NORMAL
MPLAD-2026-00600,Uttar Pradesh,Lucknow,Lucknow Constituency 1,Arun Rao,Electricity Infrastructure Improvement,Electricity,616000.0,480925.76,344013.25,Completed,2024-12-03,2025-01-18,2025-06-21,State Water Resources Department,Greenfield Contractors,17.386271,78.484221,8536.0,GEOGRAPHIC_CLUSTER
MPLAD-2026-00850,Gujarat,Surat,Surat Constituency 4,Vijay Kumar,Road Widening and Improvement,Roads,3319000.0,3279195.46,2307596.9,Completed,2022-07-10,2022-10-03,2023-04-17,District Rural Development Agency,Saksham Projects,23.253759,72.652212,13173.0,NORMAL
MPLAD-2026-00266,Rajasthan,Jaipur,Jaipur Constituency 2,Sunita Das,Public Infrastructure Improvement,Public Facilities,3463000.0,3425071.77,1771851.3,Completed,2023-10-19,2023-11-03,2024-05-16,District Administration,Saksham Projects,27.199767,75.039616,13843.0,NORMAL
MPLAD-2026-DUP-0005,Tamil Nadu,Madurai,Madurai Constituency 1,Suresh Reddy,Construction of Sports Ground - Phase II,Sports Infrastructure,1796554.84,1606303.17,734898.59,Delayed,2021-10-14,2022-01-08,2022-05-19,Urban Local Body,Apex Civil Works,13.53102,80.04851,14582.0,SIMILAR_DUPLICATE
MPLAD-2026-00530,Andhra Pradesh,Visakhapatnam,Visakhapatnam Constituency 5,Manoj Yadav,Construction of Overhead Water Tank,Drinking Water,3682000.0,3288021.21,2788503.02,Completed,2024-12-19,2025-02-11,2025-09-02,District Rural Development Agency,Greenfield Contractors,17.384471,78.482692,3252.0,GEOGRAPHIC_CLUSTER
MPLAD-2026-00056,Telangana,Warangal,Warangal Constituency 6,Meena Patel,Construction of Citizen Service Centre,Public Facilities,3482000.0,2960093.69,4027609.59,Completed,2021-03-17,2021-05-29,2021-08-19,District Rural Development Agency,Unity Infrastructure,16.521553,78.474769,12757.0,EXPENDITURE_OVER_SANCTION
MPLAD-2026-00121,Maharashtra,Aurangabad,Aurangabad Constituency 4,Sunita Das,Solar Lighting Installation,Electricity,2541000.0,2343191.77,1239642.7,Completed,2023-05-02,2023-07-17,2024-01-11,Municipal Corporation,Vardhan Construction,18.719366,72.826069,5221.0,NORMAL
MPLAD-2026-00216,Uttar Pradesh,Varanasi,Varanasi Constituency 8,Vijay Kumar,Village Irrigation Infrastructure,Irrigation,2248000.0,,1089101.55,Completed,2022-03-25,2022-04-12,2022-08-21,Urban Local Body,Prime Development Works,26.314234,80.028546,12663.0,DATA_QUALITY
MPLAD-2026-00026,West Bengal,Howrah,Howrah Constituency 4,Rohit Mehta,Construction of Citizen Service Centre,Public Facilities,1873000.0,1777170.53,1001964.73,Completed,2021-02-18,2021-03-29,2021-09-07,District Rural Development Agency,Unity Infrastructure,22.718438,88.190613,12770.0,CONTRACTOR_CONCENTRATION
MPLAD-2026-00073,Maharashtra,Aurangabad,Aurangabad Constituency 2,Rajesh Sharma,Renovation of Health Sub Centre,Healthcare,2249000.0,1895351.22,1752613.05,Completed,2024-11-27,2025-02-19,2025-08-05,Municipal Corporation,Reliable Infra Solutions,19.192947,73.22952,14606.0,NORMAL
MPLAD-2026-00045,Odisha,Puri,Puri Constituency 1,Deepak Gupta,Construction of Primary Health Centre,Healthcare,1586000.0,1350648.75,982715.97,Completed,2022-05-08,2022-07-22,2023-03-04,State Public Works Department,Prime Development Works,20.057708,86.05547,1624.0,NORMAL
MPLAD-2026-00248,Karnataka,Dharwad,Dharwad Constituency 2,Suresh Reddy,Water Conservation Structure,Irrigation,13385238.67,11831706.7,646194.01,Ongoing,2023-02-25,2023-03-12,2023-05-20,Urban Local Body,Reliable Infra Solutions,13.657006,77.83711,330.0,UNDER_UTILIZATION
MPLAD-2026-00722,Uttar Pradesh,Varanasi,Varanasi Constituency 7,Anil Verma,Village Sanitation Infrastructure,Sanitation,2587790.28,2158472.35,1853958.43,Completed,2024-06-08,2024-07-08,2024-12-25,Urban Local Body,Vardhan Construction,26.92816,80.362626,4825.0,EXTREME_COST
MPLAD-2026-00282,Andhra Pradesh,Visakhapatnam,Visakhapatnam Constituency 3,Deepak Gupta,Renovation of Health Sub Centre,Healthcare,3860000.0,3663883.47,3204922.41,Completed,2022-08-28,2022-09-30,2023-02-13,Urban Local Body,Dakshin Projects,16.892006,80.453289,282.0,NORMAL
MPLAD-2026-00894,Odisha,Ganjam,Ganjam Constituency 7,Amit Kumar,Construction of Minor Irrigation Facility,Irrigation,3157000.0,2994098.77,2775636.57,Delayed,2024-03-24,2024-04-20,2024-07-19,Urban Local Body,Unity Infrastructure,20.156956,85.48603,9604.0,CONTRACTOR_CONCENTRATION
MPLAD-2026-00915,Tamil Nadu,Madurai,Madurai Constituency 3,Priya Singh,Renovation of Public Building,Public Facilities,4073000.0,3097099.41,1484477.2,Completed,2023-09-11,2023-12-10,2024-03-04,Urban Local Body,Bharat Construction Co,13.038335,80.279182,8739.0,NORMAL
MPLAD-2026-00811,Tamil Nadu,Coimbatore,Coimbatore Constituency 5,Anil Verma,Construction of Citizen Service Centre,Public Facilities,916000.0,768330.06,485436.0,Completed,2025-05-01,2025-07-21,2026-01-12,Municipal Corporation,Greenfield Contractors,13.133672,79.623475,701.0,NORMAL
MPLAD-2026-00245,Uttar Pradesh,Lucknow,Lucknow Constituency 4,Vijay Kumar,Healthcare Facility Improvement,Healthcare,2392000.0,2324332.44,91306.37,Ongoing,2024-04-14,2024-06-05,2024-11-30,State Public Works Department,Prime Development Works,27.605914,81.342938,14294.0,UNDER_UTILIZATION
MPLAD-2026-00823,Karnataka,Mysuru,Mysuru Constituency 7,Manoj Yadav,Construction of Sports Ground,Sports Infrastructure,2592000.0,1997551.03,1584123.51,Completed,2021-07-27,2021-10-01,2021-12-03,District Administration,National Projects Ltd,12.493523,77.787338,11344.0,NORMAL
MPLAD-2026-00322,West Bengal,Kolkata,Kolkata Constituency 1,Sunita Das,Installation of Street Lighting,Electricity,968000.0,875580.73,430921.99,Completed,2023-03-10,2023-05-03,2023-08-29,State Water Resources Department,Sunrise Engineering,22.455784,87.687486,10364.0,NORMAL
MPLAD-2026-00644,Gujarat,Vadodara,Vadodara Constituency 6,Arun Rao,Rural Drinking Water Facility,Drinking Water,805000.0,688074.59,630046.62,Completed,2023-10-29,2023-11-15,2024-02-25,Municipal Corporation,Reliable Infra Solutions,22.196208,72.799996,4845.0,NORMAL
MPLAD-2026-00159,Andhra Pradesh,Nellore,Nellore Constituency 5,Amit Kumar,Sports Infrastructure Improvement,Sports Infrastructure,4128000.0,4034886.11,2031598.3,Completed,2021-07-17,2021-10-07,2022-01-13,Rural Development Department,Vardhan Construction,16.806879,80.46038,13456.0,NORMAL
MPLAD-2026-DUP-0023,Tamil Nadu,Madurai,Madurai Constituency 3,Manoj Yadav,Installation of Drinking Water Supply System - Phase II,Drinking Water,1889948.35,1675349.3,1132231.23,Delayed,2025-02-08,2025-03-11,2025-06-02,District Administration,Unity Infrastructure,12.730236,80.125772,2977.0,SIMILAR_DUPLICATE
MPLAD-2026-00430,Karnataka,Belagavi,Belagavi Constituency 5,Priya Singh,Installation of Drinking Water Supply System,Drinking Water,2659000.0,2196890.13,1761141.9,Delayed,2024-03-14,2024-06-11,INVALID_DATE,Municipal Corporation,Prime Development Works,12.7231,77.879419,14422.0,INVALID_DATE
MPLAD-2026-00942,Odisha,Ganjam,Ganjam Constituency 1,Kavita Joshi,Water Conservation Structure,Irrigation,4963000.0,4175391.73,2406519.96,Delayed,2023-11-18,2024-01-07,2024-07-18,State Water Resources Department,Shree Infrastructure Pvt Ltd,19.740643,85.557891,5319.0,NORMAL
MPLAD-2026-00463,Andhra Pradesh,Krishna,Krishna Constituency 7,Kavita Joshi,Village Community Centre,Community Infrastructure,1862000.0,1686614.78,1400034.85,Completed,2024-09-15,2024-12-05,2025-06-09,Rural Development Department,Apex Civil Works,17.037771,79.914566,10947.0,NORMAL
MPLAD-2026-00310,Uttar Pradesh,Lucknow,Lucknow Constituency 5,Priya Singh,Construction of Community Toilet,Sanitation,2295000.0,2150867.19,1335680.87,Completed,2024-02-10,2024-03-18,2024-09-15,Rural Development Department,Unity Infrastructure,27.063154,81.046948,3094.0,CONTRACTOR_CONCENTRATION
MPLAD-2026-00698,Telangana,Nalgonda,Nalgonda Constituency 3,Sunita Das,Construction of Community Health Facility,Healthcare,2451000.0,2111633.15,1579849.79,Completed,2022-07-11,2022-09-04,2023-04-11,District Administration,Krishna Builders,17.220605,78.569806,3372.0,NORMAL
MPLAD-2026-00061,West Bengal,Darjeeling,Darjeeling Constituency 6,Deepak Gupta,Sports Infrastructure Improvement,Sports Infrastructure,2549000.0,2116802.62,1152231.1,Completed,2024-11-29,2025-01-13,2025-08-07,District Administration,Eastern Infrastructure,22.928564,87.954676,815.0,NORMAL
MPLAD-2026-00885,Uttar Pradesh,Agra,Agra Constituency 8,Meena Patel,Construction of Sports Ground,Sports Infrastructure,4848000.0,4813675.88,2605672.54,Completed,2023-11-13,2023-12-22,2024-03-27,State Public Works Department,Apex Civil Works,26.902142,81.194368,3355.0,NORMAL
MPLAD-2026-00596,Rajasthan,Udaipur,Udaipur Constituency 7,Suresh Reddy,Construction of School Laboratory,Education,1339000.0,1049217.66,727355.07,Completed,2023-10-27,2023-11-25,2024-05-18,Municipal Corporation,Apex Civil Works,26.959819,75.186989,3392.0,NORMAL
